2.195567,3.334051,4.362394,5.592372,6.838717
0.9809831,2.181053,3.422315,4.634724,5.792365
1.72219,2.986861,4.278809,5.510965,6.826008
1.399145,2.794549,3.984987,5.197807,6.54053
1.933275,3.066393,4.230538,5.507945,6.65121
1.499763,2.646896,3.753179,4.911489,6.092974
1.579139,2.832331,3.967729,4.992706,6.076914
1.555188,2.737614,3.786808,5.009661,6.077112
1.635114,2.811253,4.088734,5.325457,6.584501
2.188034,3.305611,4.548612,5.747323,6.852621
1.015124,2.320236,3.480333,4.821008,6.141788
1.161176,2.299758,3.524413,4.845226,5.992062
1.07903,2.206316,3.390071,4.625083,5.967459
1.79994,3.174279,4.45338,5.790527,
2.117365,3.253724,4.46778,5.614008,6.768124
1.53705,2.862175,4.239034,5.572594,6.762433
1.421697,2.752982,4.042189,5.414234,6.736703
1.739214,2.929776,4.155221,5.426291,6.686288
1.6591,2.783741,3.901438,5.08175,6.331058
1.558331,2.784327,4.018138,5.188232,6.552168
2.135106,3.310088,4.532445,5.716259,6.7764
2.222159,3.707082,5.144715,6.480651,
1.628516,2.748642,4.097408,5.274687,6.410891
1.497729,2.68942,3.766768,5.05505,6.24504
1.416954,2.493377,3.686162,4.802545,5.94426
1.958726,3.043669,4.137889,5.343412,6.522386
1.218647,2.432827,3.601066,4.721812,6.03223
2.087735,3.18072,4.322086,5.421611,6.683182
1.391969,2.660629,3.836621,5.110548,6.320622
1.584597,2.726247,4.021925,5.294495,6.563453
1.422709,2.754366,4.156804,5.467035,6.714942
0.9169664,2.321386,3.679094,5.055931,6.453165
1.819673,2.953863,4.26192,5.388979,6.60783
1.540639,2.689754,3.740532,4.884411,5.993688
1.536868,2.746055,3.786889,4.857858,6.031507
1.843708,3.025713,4.276509,5.532367,6.834857
1.306244,2.421212,3.549126,4.76449,5.963093
1.730829,2.940617,4.179451,5.461357,6.614102
1.021135,2.374039,3.529998,4.683024,6.014943
1.342414,2.526447,3.626266,4.710925,5.980994
1.288466,2.580232,3.875103,5.024206,6.235343
1.92721,3.030679,4.302368,5.603743,6.81043
2.275805,3.655312,5.109907,6.430106,
2.123398,3.378257,4.426568,5.472498,6.698151
2.129447,3.175,4.259387,5.334264,6.589899
1.990966,3.127882,4.179347,5.316592,6.490001
1.172257,2.399388,3.530592,4.765113,6.061137
1.271149,2.373028,3.52624,4.856142,6.026267
1.332725,2.513263,3.670931,4.858254,6.109478
1.46006,2.538925,3.658463,4.762605,6.013843
1.460671,2.83817,4.018517,5.358112,6.677934
1.540665,2.801007,3.963593,5.197762,6.479102
1.666861,2.693853,3.895045,5.135033,6.159317
