date,participant,respmap,trial,block,trialID,walkSpeed,targOnset,clickOnset,reactionTime,intensity,signalPresent,targResponse,correctResponse
2026-03-17,9904,L:Absent R:Present,0,0,0,0,2.273751,3.079706,0.8059545,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,0,0,0,0,3.296135,3.964481,0.6683462,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,0,0,0,0,4.320508,4.788418,0.4679103,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,0,0,0,0,5.347771,5.776294,0.4285235,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,0,0,0,0,6.386584,6.812391,0.425807,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,1,0,1,0,2.749494,3.353796,0.6043017,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,1,0,1,0,3.788549,4.259627,0.4710774,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,1,0,1,0,4.837432,5.41803,0.5805979,1.5,False,0,1
2026-03-17,9904,L:Absent R:Present,1,0,1,0,5.866354,6.408271,0.5419168,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,1,0,1,0,6.897203,7.348493,0.4512897,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,2,0,2,1,3.050709,3.551226,0.5005167,1.5,True,1,1
2026-03-17,9904,L:Absent R:Present,2,0,2,1,4.097911,4.676018,0.5781064,0.6,False,0,1
2026-03-17,9904,L:Absent R:Present,2,0,2,1,5.145253,5.664592,0.5193391,0.55,True,1,1
2026-03-17,9904,L:Absent R:Present,2,0,2,1,6.176754,6.643918,0.4671636,0.55,False,0,1
2026-03-17,9904,L:Absent R:Present,3,0,3,1,1.673697,2.254692,0.5809942,0.5,False,0,1
2026-03-17,9904,L:Absent R:Present,3,0,3,1,2.71046,3.242504,0.5320432,0.5,True,1,1
2026-03-17,9904,L:Absent R:Present,3,0,3,1,3.734728,4.236835,0.5021067,0.45,False,0,1
2026-03-17,9904,L:Absent R:Present,3,0,3,1,4.762933,5.171312,0.4083796,0.45,False,0,1
2026-03-17,9904,L:Absent R:Present,3,0,3,1,5.96619,6.493758,0.5275674,0.4,True,1,1
2026-03-17,9904,L:Absent R:Present,5,0,5,2,1.913985,2.364897,0.4509124,0.4,False,0,1
2026-03-17,9904,L:Absent R:Present,5,0,5,2,2.956195,3.466745,0.5105505,0.6,False,0,1
2026-03-17,9904,L:Absent R:Present,5,0,5,2,3.998609,4.494582,0.4959736,0.55,True,1,1
2026-03-17,9904,L:Absent R:Present,5,0,5,2,5.033575,5.503385,0.46981,0.55,False,0,1
2026-03-17,9904,L:Absent R:Present,5,0,5,2,6.053086,6.504405,0.4513183,0.5,True,1,1
2026-03-17,9904,L:Absent R:Present,6,0,6,2,3.047371,3.553668,0.5062973,0.5,True,1,1
2026-03-17,9904,L:Absent R:Present,6,0,6,2,4.081247,4.66324,0.5819936,0.45,False,0,1
2026-03-17,9904,L:Absent R:Present,6,0,6,2,5.11902,5.658433,0.5394139,0.45,True,1,1
2026-03-17,9904,L:Absent R:Present,6,0,6,2,6.278763,6.763134,0.4843717,0.4,False,0,1
2026-03-17,9904,L:Absent R:Present,8,0,8,2,3.098689,3.497334,0.3986452,0.4,False,0,1
2026-03-17,9904,L:Absent R:Present,8,0,8,2,4.138071,4.579393,0.4413218,0.35,True,0,0
2026-03-17,9904,L:Absent R:Present,8,0,8,2,5.160504,5.815814,0.6553097,0.4,True,1,1
2026-03-17,9904,L:Absent R:Present,8,0,8,2,6.208739,6.720651,0.5119114,0.4,False,0,1
2026-03-17,9904,L:Absent R:Present,9,0,9,2,2.803848,3.376811,0.5729625,0.35,False,0,1
2026-03-17,9904,L:Absent R:Present,9,0,9,2,3.832917,4.283195,0.4502778,0.35,False,0,1
2026-03-17,9904,L:Absent R:Present,9,0,9,2,4.866317,5.295962,0.4296446,0.3,False,0,1
2026-03-17,9904,L:Absent R:Present,9,0,9,2,5.893577,6.263657,0.3700805,0.3,False,0,1
2026-03-17,9904,L:Absent R:Present,10,0,10,2,3.025918,3.466633,0.4407146,0.25,False,0,1
2026-03-17,9904,L:Absent R:Present,10,0,10,2,4.05414,4.49177,0.4376297,0.25,False,0,1
2026-03-17,9904,L:Absent R:Present,10,0,10,2,5.08719,5.481541,0.3943505,0.2,True,0,0
2026-03-17,9904,L:Absent R:Present,10,0,10,2,6.128761,6.533716,0.4049549,0.25,True,0,0
2026-03-17,9904,L:Absent R:Present,11,0,11,2,2.791028,3.399451,0.6084228,0.2749999,True,1,1
2026-03-17,9904,L:Absent R:Present,11,0,11,2,3.825585,4.491368,0.6657825,0.2749999,False,0,1
2026-03-17,9904,L:Absent R:Present,11,0,11,2,4.849367,5.503971,0.654604,0.2499999,True,1,1
2026-03-17,9904,L:Absent R:Present,11,0,11,2,5.881089,6.408464,0.5273752,0.2499999,True,0,0
2026-03-17,9904,L:Absent R:Present,12,0,12,2,3.036741,3.707877,0.6711361,0.2749999,True,1,1
2026-03-17,9904,L:Absent R:Present,12,0,12,2,4.078903,4.648881,0.5699782,0.2749999,False,0,1
2026-03-17,9904,L:Absent R:Present,12,0,12,2,5.113279,5.672917,0.5596375,0.2499999,False,0,1
2026-03-17,9904,L:Absent R:Present,12,0,12,2,6.348393,6.886507,0.5381131,0.2499999,True,1,1
2026-03-17,9904,L:Absent R:Present,13,0,13,2,3.084303,3.549232,0.4649293,0.2249999,True,1,1
2026-03-17,9904,L:Absent R:Present,13,0,13,2,4.120026,4.625082,0.5050564,0.2249999,True,1,1
2026-03-17,9904,L:Absent R:Present,13,0,13,2,5.153247,5.768657,0.6154099,0.1999999,False,0,1
