date,participant,respmap,trial,block,trialID,walkSpeed,targOnset,clickOnset,reactionTime,intensity,signalPresent,targResponse,correctResponse
2026-03-18,10669,L:Present R:absent,0,0,0,0,2.460716,3.198519,0.737803,1.5,True,1,1
2026-03-18,10669,L:Present R:absent,0,0,0,0,4.538313,5.528826,0.9905133,1.5,False,0,1
2026-03-18,10669,L:Present R:absent,0,0,0,0,5.581239,5.607171,0.02593184,1.5,False,0,1
2026-03-18,10669,L:Present R:absent,0,0,0,0,6.616044,7.166416,0.5503721,1.5,True,0,0
2026-03-18,10669,L:Present R:absent,1,0,1,0,3.016515,3.464834,0.4483194,1.5,True,1,1
2026-03-18,10669,L:Present R:absent,1,0,1,0,4.06508,4.551371,0.4862914,1.5,True,0,0
2026-03-18,10669,L:Present R:absent,1,0,1,0,5.104834,5.714759,0.6099248,1.5,False,0,1
2026-03-18,10669,L:Present R:absent,1,0,1,0,6.149407,6.590786,0.4413791,1.5,False,1,0
2026-03-18,10669,L:Present R:absent,2,0,2,1,2.171178,2.90554,0.7343616,1.5,True,1,1
2026-03-18,10669,L:Present R:absent,2,0,2,1,3.213785,3.770531,0.5567455,0.6,False,1,0
2026-03-18,10669,L:Present R:absent,2,0,2,1,4.250887,4.79032,0.5394335,0.65,False,0,1
2026-03-18,10669,L:Present R:absent,2,0,2,1,5.291116,5.706769,0.4156532,0.65,False,0,1
2026-03-18,10669,L:Present R:absent,2,0,2,1,6.332403,6.685549,0.3531456,0.6,True,0,0
2026-03-18,10669,L:Present R:absent,3,0,3,1,2.189284,2.652964,0.4636798,0.65,True,0,0
2026-03-18,10669,L:Present R:absent,3,0,3,1,3.234655,3.754138,0.5194826,0.7,False,0,1
2026-03-18,10669,L:Present R:absent,3,0,3,1,4.283696,4.731472,0.4477763,0.7,False,0,1
2026-03-18,10669,L:Present R:absent,3,0,3,1,5.317905,5.841211,0.5233064,0.65,False,0,1
2026-03-18,10669,L:Present R:absent,3,0,3,1,6.35654,6.866912,0.5103722,0.65,True,1,1
2026-03-18,10669,L:Present R:absent,4,0,4,1,1.975137,2.442832,0.4676952,0.6250001,False,0,1
2026-03-18,10669,L:Present R:absent,4,0,4,1,3.003082,3.444049,0.4409671,0.6250001,False,0,1
2026-03-18,10669,L:Present R:absent,4,0,4,1,4.044617,4.40938,0.3647637,0.6000001,False,0,1
2026-03-18,10669,L:Present R:absent,4,0,4,1,5.077313,5.501339,0.4240255,0.6000001,True,0,0
2026-03-18,10669,L:Present R:absent,4,0,4,1,6.119506,6.600741,0.481235,0.6250001,True,1,1
2026-03-18,10669,L:Present R:absent,5,0,5,2,2.356768,2.896773,0.5400045,0.6250001,True,1,1
2026-03-18,10669,L:Present R:absent,5,0,5,2,3.400929,3.838002,0.4370732,0.6,False,0,1
2026-03-18,10669,L:Present R:absent,5,0,5,2,4.434993,5.01795,0.5829568,0.55,True,1,1
2026-03-18,10669,L:Present R:absent,5,0,5,2,5.477074,5.959212,0.4821386,0.55,True,1,1
2026-03-18,10669,L:Present R:absent,5,0,5,2,6.671914,7.106559,0.4346457,0.5,True,0,0
2026-03-18,10669,L:Present R:absent,6,0,6,2,2.830596,3.367667,0.5370705,0.55,True,1,1
2026-03-18,10669,L:Present R:absent,6,0,6,2,3.861193,4.371203,0.51001,0.55,False,0,1
2026-03-18,10669,L:Present R:absent,6,0,6,2,4.902397,5.494921,0.5925236,0.5,True,1,1
2026-03-18,10669,L:Present R:absent,6,0,6,2,5.927033,6.537081,0.6100483,0.5,True,1,1
2026-03-18,10669,L:Present R:absent,6,0,6,2,6.961082,7.41467,0.4535871,0.45,False,0,1
2026-03-18,10669,L:Present R:absent,7,0,7,2,2.717939,3.203702,0.4857633,0.45,True,1,1
2026-03-18,10669,L:Present R:absent,7,0,7,2,3.754069,4.234567,0.4804986,0.4,True,1,1
2026-03-18,10669,L:Present R:absent,7,0,7,2,4.786963,5.298354,0.5113902,0.4,True,1,1
2026-03-18,10669,L:Present R:absent,7,0,7,2,5.816613,6.289545,0.4729323,0.35,True,1,1
2026-03-18,10669,L:Present R:absent,7,0,7,2,6.8587,7.331898,0.4731979,0.35,True,0,0
2026-03-18,10669,L:Present R:absent,8,0,8,2,1.664472,2.140592,0.4761198,0.4,True,1,1
2026-03-18,10669,L:Present R:absent,8,0,8,2,2.706859,3.150947,0.4440885,0.4,False,0,1
2026-03-18,10669,L:Present R:absent,8,0,8,2,3.730473,4.18549,0.4550173,0.375,False,0,1
2026-03-18,10669,L:Present R:absent,8,0,8,2,4.955129,5.367781,0.412652,0.375,False,0,1
2026-03-18,10669,L:Present R:absent,8,0,8,2,6.150008,6.650368,0.50036,0.35,False,0,1
2026-03-18,10669,L:Present R:absent,9,0,9,2,2.442221,2.928203,0.4859817,0.35,False,0,1
2026-03-18,10669,L:Present R:absent,9,0,9,2,3.483042,3.869016,0.3859737,0.325,False,0,1
2026-03-18,10669,L:Present R:absent,9,0,9,2,4.50812,4.882436,0.3743162,0.325,False,0,1
2026-03-18,10669,L:Present R:absent,9,0,9,2,5.555352,5.935559,0.3802075,0.3,True,0,0
2026-03-18,10669,L:Present R:absent,9,0,9,2,6.584629,7.09851,0.5138807,0.325,False,1,0
2026-03-18,10669,L:Present R:absent,10,0,10,2,3.953121,4.54706,0.5939391,0.35,False,0,1
