date,participant,respmap,trial,block,trialID,walkSpeed,targOnset,clickOnset,reactionTime,intensity,signalPresent,targResponse,correctResponse
2026-03-18,10471,L:Absent R:Present,0,0,0,0,2.944638,3.599221,0.6545825,1.5,True,1,1
2026-03-18,10471,L:Absent R:Present,0,0,0,0,3.991167,4.600093,0.6089261,1.5,True,1,1
2026-03-18,10471,L:Absent R:Present,0,0,0,0,5.022355,5.71911,0.6967554,1.5,False,1,0
2026-03-18,10471,L:Absent R:Present,0,0,0,0,6.074807,6.093536,0.01872873,1.5,False,1,0
2026-03-18,10471,L:Absent R:Present,1,0,1,0,2.937873,3.408345,0.4704723,1.5,False,1,0
2026-03-18,10471,L:Absent R:Present,1,0,1,0,3.975427,4.220015,0.2445879,1.5,True,0,0
2026-03-18,10471,L:Absent R:Present,1,0,1,0,5.010369,5.19136,0.1809902,1.5,True,0,0
2026-03-18,10471,L:Absent R:Present,1,0,1,0,6.047326,6.261058,0.2137327,1.5,True,0,0
2026-03-18,10471,L:Absent R:Present,1,0,1,0,7.110944,7.416076,0.3051319,1.5,False,0,1
2026-03-18,10471,L:Absent R:Present,2,0,2,1,4.243306,4.370687,0.1273813,1.5,True,0,0
2026-03-18,10471,L:Absent R:Present,3,0,3,1,2.436133,2.970647,0.534514,0.65,False,1,0
2026-03-18,10471,L:Absent R:Present,3,0,3,1,3.481635,3.570823,0.08918858,0.7,False,0,1
2026-03-18,10471,L:Absent R:Present,3,0,3,1,4.528115,4.711314,0.1831989,0.7,False,0,1
2026-03-18,10471,L:Absent R:Present,3,0,3,1,5.585667,5.698431,0.1127639,0.65,False,0,1
2026-03-18,10471,L:Absent R:Present,4,0,4,1,2.71916,2.994953,0.2757928,0.65,True,1,1
2026-03-18,10471,L:Absent R:Present,4,0,4,1,3.763773,3.82662,0.06284738,0.6,False,0,1
2026-03-18,10471,L:Absent R:Present,4,0,4,1,4.806973,4.827624,0.02065134,0.6,False,0,1
2026-03-18,10471,L:Absent R:Present,5,0,5,2,1.766492,2.045299,0.2788068,0.55,True,1,1
