2.117591,3.24104,4.504044,5.658055,6.823779
1.047388,2.215115,3.437656,4.570772,5.810373
1.573604,2.681751,3.874597,4.949734,6.04542
1.769238,3.083671,4.216924,5.519161,6.738353
1.651412,2.830716,4.173508,5.371699,6.686965
0.9921595,2.359049,3.611274,4.975508,6.333095
1.805563,2.888237,3.988569,5.090087,6.402159
1.410223,2.624761,3.851499,5.081621,6.273192
2.036846,3.242448,4.298948,5.475153,6.712485
0.890281,2.144439,3.371399,4.579246,5.960885
1.196857,2.405319,3.55702,4.667577,6.007851
2.106059,3.293715,4.482377,5.65127,6.878683
1.232846,2.573467,3.700863,4.962818,6.243253
1.451487,2.728024,4.055212,5.335352,6.667548
1.582002,2.651338,3.796391,4.890777,5.935817
1.293319,2.514372,3.683105,4.922865,6.074044
2.118907,3.164784,4.331461,5.480903,6.565515
1.310343,2.62823,4.028202,5.247383,6.629156
0.9204884,2.17614,3.503084,4.662574,5.946687
1.650428,2.705621,3.749596,4.848267,6.093252
1.38463,2.494952,3.789944,4.911228,6.085889
2.046665,3.274868,4.552041,5.7491,6.789995
1.021382,2.24029,3.423307,4.704993,5.922514
1.381879,2.493665,3.581516,4.793414,5.94434
1.476833,2.569022,3.82658,4.904107,6.116279
1.65196,2.810622,4.074821,5.360855,6.714375
1.173304,2.438395,3.698967,5.025634,6.224237
2.176136,3.286892,4.506646,5.709033,6.828372
1.465694,2.621063,3.67954,4.7454,5.838914
1.793177,3.064791,4.203938,5.518771,6.692031
1.742795,2.931129,4.186973,5.362924,6.514394
0.9609547,2.344755,3.709832,5.090323,6.424462
1.476185,2.609107,3.807492,5.026052,6.314133
1.560866,2.921277,4.151929,5.368641,6.642006
1.608111,2.883408,4.15164,5.401071,6.750367
2.00932,3.058587,4.244795,5.283094,6.494261
1.647036,2.935304,4.100045,5.239914,6.353495
1.540443,2.642816,3.854177,5.037993,6.21561
1.459173,2.850543,4.013613,5.169068,6.454497
2.232263,3.687411,4.997499,6.325113,
0.8197063,2.234461,3.526238,4.815456,6.082272
1.817444,2.89447,4.079065,5.303083,6.554466
0.8641847,2.263219,3.610243,4.839358,6.093021
1.600395,2.73968,3.9248,5.169842,6.297861
0.8980325,2.305319,3.521616,4.842799,6.049825
1.782814,3.025352,4.283745,5.52962,
1.318768,2.628679,3.933216,5.152472,6.545988
2.015373,3.058801,4.303987,5.580996,6.75693
1.784653,2.877449,4.016003,5.236493,6.376661
1.723416,3.118745,4.556753,5.905176,
1.202927,2.331218,3.463954,4.675415,5.846556
1.099948,2.355272,3.557473,4.904888,6.209273
1.057697,2.19631,3.52963,4.83385,6.10552
1.123205,2.276664,3.500634,4.810958,5.991701
1.500959,2.720048,4.074898,5.423951,6.797687
0.9259942,2.160411,3.318954,4.558598,5.918811
2.045475,3.218007,4.366675,5.544787,6.67163
1.32568,2.57173,3.86412,5.022256,6.189156
1.695226,2.813766,3.884,5.084337,6.151095
1.137658,2.333029,3.571624,4.761638,5.888614
0.946209,2.34573,3.611494,4.859282,6.22775
0.8637521,2.050517,3.447823,4.780232,6.084788
1.258283,2.473808,3.64808,4.926039,6.167898
2.166628,3.215125,4.275396,5.330564,6.426127
1.845676,3.164312,4.32209,5.495733,6.796461
0.8728032,2.182911,3.371206,4.54545,5.791692
1.076907,2.361308,3.672182,4.892363,6.068115
1.462338,2.759924,4.053348,5.374061,6.607259
1.2512,2.493613,3.703774,4.998652,6.294882
1.008386,2.147703,3.33749,4.607679,5.954173
1.847446,2.990779,4.211622,5.494245,6.610426
2.191253,3.283437,4.507375,5.671363,6.684357
1.564879,2.936977,4.105587,5.325246,6.631101
1.956527,3.075408,4.153081,5.334971,6.476995
2.168687,3.1835,4.239229,5.282849,6.506052
1.502476,2.771531,4.055269,5.09542,6.281014
1.673488,2.807657,4.09005,5.438804,6.612683
1.750063,3.183935,4.613437,5.965425,
2.056048,3.318918,4.5316,5.597924,6.791634
1.255724,2.359939,3.572439,4.850387,5.954969
1.693285,2.873888,4.102784,5.343333,6.615097
1.689936,2.947099,4.247049,5.455678,6.658228
2.071166,3.324062,4.353653,5.46169,6.678291
1.065966,2.384206,3.614948,4.819978,6.000313
1.248963,2.578113,3.754605,5.050496,6.296415
1.472556,2.735411,3.867507,4.954296,6.068837
1.58486,2.790741,3.976502,5.11354,6.36941
1.707388,2.983757,4.289828,5.628752,6.754416
1.571499,2.709291,3.902323,5.275623,6.629365
1.634875,2.776728,4.004477,5.167913,6.368939
2.169321,3.242412,4.269183,5.50643,6.670324
1.569035,2.783162,3.992502,5.134629,6.164437
