date,participant,respmap,trial,block,trialID,walkSpeed,targOnset,clickOnset,reactionTime,intensity,signalPresent,targResponse,correctResponse
2026-03-17,9736,L:Absent R:Present,0,0,0,0,3.935777,3.983682,0.04790449,1.5,True,1,1
2026-03-17,9736,L:Absent R:Present,0,0,0,0,4.999451,5.797369,0.7979188,1.5,False,0,1
2026-03-17,9736,L:Absent R:Present,1,0,1,0,2.348409,3.051375,0.7029655,1.5,False,0,1
2026-03-17,9736,L:Absent R:Present,1,0,1,0,3.371778,3.95093,0.5791519,1.5,True,1,1
2026-03-17,9736,L:Absent R:Present,1,0,1,0,5.43274,5.94979,0.5170498,1.5,False,0,1
2026-03-17,9736,L:Absent R:Present,1,0,1,0,6.475186,7.107532,0.6323452,1.5,True,1,1
2026-03-17,9736,L:Absent R:Present,2,0,2,1,2.384961,3.060016,0.6750555,1.5,True,1,1
2026-03-17,9736,L:Absent R:Present,2,0,2,1,3.415727,4.115958,0.7002306,0.6,True,1,1
2026-03-17,9736,L:Absent R:Present,2,0,2,1,4.444815,5.061996,0.6171813,0.55,True,1,1
2026-03-17,9736,L:Absent R:Present,2,0,2,1,5.478933,6.165677,0.6867437,0.55,True,1,1
2026-03-17,9736,L:Absent R:Present,2,0,2,1,6.517655,7.054974,0.5373182,0.5,True,1,1
2026-03-17,9736,L:Absent R:Present,3,0,3,1,2.13875,2.772496,0.6337457,0.5,True,0,0
2026-03-17,9736,L:Absent R:Present,3,0,3,1,3.168993,3.829239,0.6602457,0.55,True,0,0
2026-03-17,9736,L:Absent R:Present,3,0,3,1,4.218518,4.944865,0.7263465,0.6,True,1,1
2026-03-17,9736,L:Absent R:Present,3,0,3,1,5.262441,6.150245,0.887804,0.6,False,0,1
2026-03-17,9736,L:Absent R:Present,3,0,3,1,6.291088,7.204278,0.9131899,0.55,False,0,1
2026-03-17,9736,L:Absent R:Present,4,0,4,1,1.984182,2.538176,0.5539943,0.55,True,1,1
2026-03-17,9736,L:Absent R:Present,4,0,4,1,3.025738,3.61649,0.5907521,0.5,False,0,1
2026-03-17,9736,L:Absent R:Present,5,0,5,2,2.508535,3.27539,0.766855,0.5,True,0,0
2026-03-17,9736,L:Absent R:Present,5,0,5,2,3.55394,4.156165,0.6022251,0.65,False,0,1
2026-03-17,9736,L:Absent R:Present,5,0,5,2,4.57749,5.333694,0.7562041,0.65,False,0,1
2026-03-17,9736,L:Absent R:Present,5,0,5,2,5.621793,6.194671,0.5728779,0.6,False,0,1
2026-03-17,9736,L:Absent R:Present,5,0,5,2,6.66109,7.24581,0.5847192,0.6,True,1,1
2026-03-17,9736,L:Absent R:Present,6,0,6,2,2.842134,3.410289,0.5681553,0.55,False,0,1
2026-03-17,9736,L:Absent R:Present,6,0,6,2,3.884022,4.392362,0.5083401,0.55,False,0,1
2026-03-17,9736,L:Absent R:Present,6,0,6,2,4.918027,5.465673,0.5476456,0.5,False,0,1
2026-03-17,9736,L:Absent R:Present,6,0,6,2,5.949178,6.446302,0.4971242,0.5,False,0,1
2026-03-17,9736,L:Absent R:Present,7,0,7,2,1.89763,2.40376,0.5061305,0.45,False,0,1
2026-03-17,9736,L:Absent R:Present,7,0,7,2,2.932,3.435979,0.5039797,0.45,False,0,1
2026-03-17,9736,L:Absent R:Present,7,0,7,2,3.971955,4.708834,0.7368784,0.4,True,1,1
2026-03-17,9736,L:Absent R:Present,7,0,7,2,4.995405,5.61112,0.615715,0.4,False,0,1
2026-03-17,9736,L:Absent R:Present,7,0,7,2,6.157614,6.781517,0.6239028,0.35,True,1,1
2026-03-17,9736,L:Absent R:Present,8,0,8,2,2.233794,2.793875,0.5600815,0.35,False,0,1
2026-03-17,9736,L:Absent R:Present,8,0,8,2,4.304263,5.204205,0.8999424,0.3,True,1,1
2026-03-17,9736,L:Absent R:Present,8,0,8,2,5.336382,6.01383,0.6774483,0.3,False,0,1
2026-03-17,9736,L:Absent R:Present,8,0,8,2,6.556025,7.20139,0.6453652,0.25,True,1,1
2026-03-17,9736,L:Absent R:Present,9,0,9,2,2.180591,2.794384,0.6137927,0.25,False,0,1
2026-03-17,9736,L:Absent R:Present,9,0,9,2,3.212994,3.791482,0.5784881,0.2,False,0,1
2026-03-17,9736,L:Absent R:Present,9,0,9,2,4.240161,5.082551,0.8423901,0.2,True,1,1
2026-03-17,9736,L:Absent R:Present,9,0,9,2,5.268147,5.955128,0.6869812,0.15,True,0,0
2026-03-17,9736,L:Absent R:Present,9,0,9,2,6.307761,6.973417,0.6656566,0.2,False,0,1
2026-03-17,9736,L:Absent R:Present,10,0,10,2,2.629393,3.236308,0.606915,0.2,False,0,1
2026-03-17,9736,L:Absent R:Present,10,0,10,2,4.712447,5.184012,0.4715652,0.15,True,0,0
2026-03-17,9736,L:Absent R:Present,10,0,10,2,5.91277,6.423661,0.510891,0.175,False,0,1
2026-03-17,9736,L:Absent R:Present,11,0,11,2,2.70769,3.378126,0.6704361,0.175,True,1,1
2026-03-17,9736,L:Absent R:Present,11,0,11,2,3.757609,4.328106,0.5704973,0.15,False,0,1
2026-03-17,9736,L:Absent R:Present,11,0,11,2,4.788257,5.336294,0.5480371,0.15,False,0,1
2026-03-17,9736,L:Absent R:Present,11,0,11,2,5.810377,6.320359,0.5099821,0.125,False,0,1
2026-03-17,9736,L:Absent R:Present,11,0,11,2,6.840883,7.406899,0.5660162,0.125,True,0,0
2026-03-17,9736,L:Absent R:Present,12,0,12,2,2.389532,2.989892,0.6003599,0.15,False,0,1
2026-03-17,9736,L:Absent R:Present,12,0,12,2,3.437912,4.007719,0.5698073,0.15,False,0,1
2026-03-17,9736,L:Absent R:Present,12,0,12,2,4.47148,4.930226,0.4587464,0.125,False,0,1
2026-03-17,9736,L:Absent R:Present,12,0,12,2,5.505964,6.137548,0.6315846,0.125,True,1,1
